Car_ID,Brand,Model,Variant_Name,Year,Body_Type,Fuel_Type,Transmission,Price_Lakh,Mileage_kmpl,Engine_CC,Seating_Capacity,Service_Cost_INR,Airbags,ABS,Rear_Camera,Touchscreen,Cruise_Control,Sunroof,Safety_Rating,Brand_Image_Score,Sentiment_Score,Headlight_INR,Backlight_INR,FrontBumper_INR,RearBumper_INR,SideMirror_INR
418,Toyota,Urban Cruiser Hyryder,E NeoDrive MT,2025,SUV,Petrol,Manual,11.5,21.1,1462,5,7800,2,Yes,Yes,Yes,Yes,No,4,9,0.74,14000,9800,21000,19500,7500
419,Honda,Amaze,2025 VX MT,2025,Sedan,Petrol,Manual,8.4,18.6,1199,5,6800,4,Yes,Yes,Yes,No,No,4,8,0.70,11000,7500,16500,15500,5800
420,Honda,City,2025 Sport MT,2025,Sedan,Petrol,Manual,13.5,17.8,1498,5,8000,4,Yes,Yes,Yes,Yes,No,5,8,0.71,13500,9500,21000,19500,7500
421,Kia,Sonet,HTE Petrol MT,2025,SUV,Petrol,Manual,8.9,18.4,1197,5,7400,2,Yes,Yes,Yes,No,No,3,8,0.64,11500,7800,17000,16000,6000
422,Kia,Carens,Prestige Petrol MT,2025,MPV,Petrol,Manual,11.8,16.2,1497,7,8000,2,Yes,Yes,Yes,Yes,No,4,8,0.65,14000,10000,22000,20500,8000
423,Skoda,Slavia,Active MT,2025,Sedan,Petrol,Manual,11.9,20.3,999,5,9200,2,Yes,Yes,Yes,Yes,No,5,7,0.55,14500,10000,21500,20000,7800
424,Skoda,Kushaq,Style MT,2025,SUV,Petrol,Manual,16.5,18.6,1498,5,10000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.55,18000,12500,27000,25500,9500
425,Volkswagen,Virtus,Comfortline MT,2025,Sedan,Petrol,Manual,11.6,20.8,999,5,9000,2,Yes,Yes,Yes,Yes,No,5,7,0.54,14000,9800,21000,19500,7500
426,Volkswagen,Taigun,Comfortline MT,2025,SUV,Petrol,Manual,11.8,19.2,999,5,9400,2,Yes,Yes,Yes,Yes,No,5,7,0.54,14500,10000,21500,20000,7800
427,Renault,Kwid,2025 RXT AMT,2025,Hatchback,Petrol,Automatic,5.9,22.0,999,5,4600,2,Yes,Yes,Yes,No,No,2,6,0.42,5200,3500,7200,6200,2600
428,Renault,Triber,2025 RXZ AMT,2025,MPV,Petrol,Automatic,7.9,18.8,999,7,5600,4,Yes,Yes,Yes,No,No,4,6,0.45,9000,6000,14000,13000,5000
429,Nissan,Magnite,XL Turbo MT,2025,SUV,Petrol,Manual,9.6,20.0,999,5,5600,2,Yes,Yes,Yes,No,No,4,6,0.46,9000,6000,14000,13000,5000
430,Nissan,Kicks,2025 Turbo MT,2025,SUV,Petrol,Manual,11.5,14.2,1330,5,8200,4,Yes,Yes,Yes,No,No,4,6,0.45,12000,8200,18000,17000,6400
431,Maruti Suzuki,Ciaz,2025 Delta MT,2025,Sedan,Petrol,Manual,10.1,20.6,1462,5,5800,2,Yes,Yes,Yes,No,No,3,8,0.61,11500,7800,17000,16000,6000
432,Hyundai,Elantra,2025 SX MT,2025,Sedan,Petrol,Manual,19.5,14.6,1999,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.68,20000,14000,30000,28000,11000
433,Tata Motors,Harrier,Dark Edition MT,2025,SUV,Diesel,Manual,18.9,16.8,1956,5,9800,4,Yes,Yes,Yes,Yes,No,5,7,0.61,20000,14000,30000,28000,11000
434,Mahindra,Marazzo,M6 Plus MT,2025,MPV,Diesel,Manual,16.4,17.3,1497,7,8600,4,Yes,Yes,Yes,No,No,4,7,0.55,15500,10800,23000,21500,8200
435,Toyota,Yaris,2025 V CVT,2025,Sedan,Petrol,Automatic,14.8,16.8,1496,5,8600,7,Yes,Yes,Yes,No,No,5,9,0.75,15000,10500,22500,21000,8000
436,Honda,WR-V,2025 VX MT,2025,SUV,Petrol,Manual,10.8,16.5,1199,5,7400,2,Yes,Yes,Yes,No,No,4,8,0.70,12000,8200,18000,17000,6400
437,Kia,Carnival,2025 Prestige Diesel AT,2025,MPV,Diesel,Automatic,31.5,13.9,2199,7,12500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,26000,18000,38000,36000,15000
438,Skoda,Octavia,2025 L&K AT,2025,Sedan,Petrol,Automatic,29.5,15.8,1984,5,12500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.60,30000,20000,45000,42000,17000
439,Volkswagen,Jetta,2025 Highline MT,2025,Sedan,Diesel,Manual,21.5,21.0,1968,5,11500,6,Yes,Yes,Yes,Yes,No,5,8,0.60,22000,15000,32000,30000,12000
440,Maruti Suzuki,Jimny,2025 Zeta MT,2025,SUV,Petrol,Manual,12.9,16.9,1462,4,6500,6,Yes,Yes,Yes,Yes,No,4,8,0.62,14500,10000,21500,20000,7800
441,Hyundai,Tucson,2025 Signature MT,2025,SUV,Diesel,Manual,32.5,16.4,1999,5,12000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,26000,18000,39000,37000,15000
442,Toyota,Hilux,4x4 MT,2025,Pickup,Diesel,Manual,31.0,10.0,2755,5,14000,7,Yes,Yes,Yes,Yes,No,5,9,0.75,32000,22000,48000,45000,19000
443,Tata Motors,Yodha,4x4 Diesel MT,2025,Pickup,Diesel,Manual,9.5,13.0,2956,2,7500,2,Yes,No,No,No,No,3,6,0.45,10000,7000,16000,15000,5500
444,Mahindra,Jeeto,Plus Diesel MT,2025,Pickup,Diesel,Manual,6.2,33.0,625,2,4800,0,No,No,No,No,No,1,6,0.40,5000,3200,7000,6000,2500
445,Isuzu,V-Cross,Z Prestige AT,2025,Pickup,Diesel,Automatic,41.0,12.4,1898,5,15000,6,Yes,Yes,Yes,Yes,Yes,4,7,0.55,30000,20000,45000,42000,17000
446,Force Motors,Gurkha,5 Door Diesel MT,2025,SUV,Diesel,Manual,18.0,12.4,2596,7,10000,2,Yes,Yes,Yes,No,No,4,6,0.50,20000,14000,30000,28000,11000
447,Maruti Suzuki,Invicto,Hybrid Zeta AT,2025,MPV,Hybrid,Automatic,26.8,23.2,1987,7,10800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.66,24000,17000,36000,34000,13500
448,Hyundai,Stargazer,Petrol AT,2025,MPV,Petrol,Automatic,12.5,18.5,1497,7,7800,4,Yes,Yes,Yes,Yes,No,4,7,0.60,14500,10000,22000,20500,8000
449,Toyota,Corolla Altis,Petrol CVT,2025,Sedan,Petrol,Automatic,19.0,16.7,1798,5,9200,7,Yes,Yes,Yes,No,No,5,9,0.75,18000,12500,27000,25500,9500
450,Honda,Civic,2025 ZX CVT,2025,Sedan,Petrol,Automatic,22.0,16.5,1799,5,10200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.72,20000,14000,30000,28000,11000
451,Maruti Suzuki,Alto K10,VXi AMT,2025,Hatchback,Petrol,Automatic,5.9,24.4,998,5,4200,2,Yes,Yes,Yes,No,No,2,8,0.55,5200,3500,7200,6200,2600
452,Maruti Suzuki,S-Presso,VXi MT,2025,Hatchback,Petrol,Manual,5.4,24.8,998,5,4300,2,Yes,Yes,Yes,No,No,2,8,0.55,5500,3500,7500,6500,2700
453,Hyundai,Santro,Sportz AMT,2025,Hatchback,Petrol,Automatic,6.8,20.3,1086,5,5200,2,Yes,Yes,Yes,No,No,3,8,0.64,7200,4800,10500,9500,3600
454,Hyundai,Grand i10 Nios,Corporate MT,2025,Hatchback,Petrol,Manual,7.6,20.7,1197,5,5600,4,Yes,Yes,Yes,No,No,3,8,0.65,7800,5000,11500,10500,3900
455,Tata Motors,Tigor,XE MT,2025,Sedan,Petrol,Manual,6.9,19.6,1199,5,5200,2,Yes,No,Yes,No,No,4,7,0.57,8000,5200,12000,11000,4200
456,Tata Motors,Tiago,XT AMT,2025,Hatchback,Petrol,Automatic,7.2,19.0,1199,5,5400,4,Yes,Yes,Yes,No,No,4,7,0.58,6500,4200,9000,8000,3200
457,Mahindra,KUV100 NXT,K4 Plus MT,2025,Hatchback,Petrol,Manual,6.4,18.1,1198,5,5200,2,Yes,No,Yes,No,No,3,6,0.44,7000,4500,10000,9000,3500
458,Mahindra,TUV300,T4 Plus MT,2025,SUV,Diesel,Manual,10.8,18.5,1493,7,7800,2,Yes,Yes,Yes,No,No,4,7,0.55,13500,9500,21000,19500,7500
459,Hyundai,Creta,E Petrol MT,2025,SUV,Petrol,Manual,12.9,16.8,1497,5,8200,2,Yes,Yes,Yes,Yes,No,5,8,0.66,16500,11500,25000,23500,9000
460,Kia,Seltos,HTE Diesel MT,2025,SUV,Diesel,Manual,12.5,20.7,1493,5,8000,2,Yes,Yes,Yes,No,No,4,8,0.65,15500,10800,23000,21500,8200
461,Toyota,Glanza,G MT,2025,Hatchback,Petrol,Manual,8.2,22.3,1197,5,5400,2,Yes,Yes,Yes,No,No,4,9,0.70,9000,6000,14000,13000,5000
462,Toyota,Yaris,G MT,2025,Sedan,Petrol,Manual,11.2,17.1,1496,5,8000,7,Yes,Yes,Yes,No,No,5,9,0.75,15000,10500,22500,21000,8000
463,Honda,Jazz,V MT,2025,Hatchback,Petrol,Manual,9.8,17.1,1199,5,7200,2,Yes,Yes,Yes,No,No,4,8,0.69,11000,7500,16500,15500,5800
464,Honda,WR-V,SV Diesel MT,2025,SUV,Diesel,Manual,11.5,23.7,1498,5,7800,2,Yes,Yes,Yes,No,No,4,8,0.70,12000,8200,18000,17000,6400
465,Skoda,Rapid,Rider MT,2025,Sedan,Petrol,Manual,9.8,18.9,999,5,9000,2,Yes,Yes,Yes,No,No,4,7,0.55,14000,9800,21000,19500,7500
466,Volkswagen,Polo,Comfortline MT,2025,Hatchback,Petrol,Manual,8.9,18.2,999,5,9200,2,Yes,Yes,Yes,No,No,4,7,0.54,13500,9500,20500,19000,7200
467,Volkswagen,Vento,Highline MT,2025,Sedan,Petrol,Manual,12.8,17.7,1598,5,9800,2,Yes,Yes,Yes,No,No,4,7,0.54,16000,11000,24000,22500,8500
468,Renault,Scala,RXV MT,2025,Sedan,Petrol,Manual,9.5,16.0,1498,5,7200,2,Yes,Yes,Yes,No,No,3,6,0.43,12000,8200,18000,17000,6400
469,Renault,Lodgy,Stepway Diesel MT,2025,MPV,Diesel,Manual,11.8,19.0,1461,7,7600,2,Yes,Yes,Yes,No,No,4,6,0.44,14000,10000,22000,20500,8000
470,Nissan,Sunny,XL MT,2025,Sedan,Petrol,Manual,9.9,16.9,1498,5,7400,2,Yes,Yes,Yes,No,No,4,6,0.45,12000,8200,18000,17000,6400
471,Maruti Suzuki,Ritz,VXi MT,2025,Hatchback,Petrol,Manual,6.5,18.5,1197,5,4800,2,Yes,Yes,Yes,No,No,3,7,0.50,6500,4200,9000,8000,3200
472,Maruti Suzuki,Esteem,Petrol MT,2025,Sedan,Petrol,Manual,6.8,15.5,1298,5,5200,2,Yes,No,No,No,No,2,7,0.45,9000,6000,14000,13000,5000
473,Tata Motors,Manza,Aura MT,2025,Sedan,Petrol,Manual,7.8,16.2,1396,5,5600,2,Yes,No,Yes,No,No,3,7,0.50,11000,7500,16500,15500,5800
474,Mahindra,Logan,Diesel MT,2025,Sedan,Diesel,Manual,8.9,19.2,1461,5,6200,2,Yes,Yes,Yes,No,No,3,6,0.45,12000,8200,18000,17000,6400
475,Toyota,Etios Liva,GD MT,2025,Hatchback,Diesel,Manual,8.4,23.6,1364,5,5600,2,Yes,Yes,Yes,No,No,4,9,0.70,9000,6000,14000,13000,5000
476,Toyota,Etios,GD MT,2025,Sedan,Diesel,Manual,9.2,23.6,1364,5,5800,2,Yes,Yes,Yes,No,No,4,9,0.70,11500,7800,17000,16000,6000
477,Honda,Brio,S MT,2025,Hatchback,Petrol,Manual,6.8,18.2,1199,5,6200,2,Yes,No,Yes,No,No,4,8,0.65,9000,6000,14000,13000,5000
478,Hyundai,Accent,Petrol MT,2025,Sedan,Petrol,Manual,8.8,17.5,1495,5,6800,2,Yes,Yes,Yes,No,No,4,8,0.64,14000,10000,22000,20500,8000
479,Skoda,Laura,Ambiente MT,2025,Sedan,Petrol,Manual,14.8,15.0,1798,5,9800,4,Yes,Yes,Yes,No,No,4,7,0.52,18000,12500,27000,25500,9500
480,Volkswagen,Passat,Highline MT,2025,Sedan,Petrol,Manual,29.0,15.0,1984,5,12000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.60,30000,20000,45000,42000,17000
481,Maruti Suzuki,Omni,Petrol MT,2025,MPV,Petrol,Manual,5.2,15.0,796,8,4200,0,No,No,No,No,No,1,7,0.40,5000,3200,7000,6000,2500
482,Hyundai,Xcent,Prime MT,2025,Sedan,Petrol,Manual,7.9,20.1,1197,5,6000,2,Yes,Yes,Yes,No,No,3,8,0.64,11000,7500,16500,15500,5800
483,Tata Motors,Sumo,Gold Diesel MT,2025,SUV,Diesel,Manual,9.8,14.0,2956,9,8200,2,Yes,Yes,Yes,No,No,3,6,0.45,15500,10800,23000,21500,8200
484,Mahindra,Verito,Diesel MT,2025,Sedan,Diesel,Manual,9.2,21.0,1461,5,7000,2,Yes,Yes,Yes,No,No,3,6,0.45,12000,8200,18000,17000,6400
485,Renault,Fluence,Diesel MT,2025,Sedan,Diesel,Manual,13.5,20.0,1995,5,8800,4,Yes,Yes,Yes,No,No,4,6,0.44,16000,11000,24000,22500,8500
486,Nissan,Teana,Petrol AT,2025,Sedan,Petrol,Automatic,25.0,13.5,2496,5,11000,6,Yes,Yes,Yes,Yes,Yes,4,6,0.45,26000,18000,39000,37000,15000
487,Maruti Suzuki,Kizashi,Petrol CVT,2025,Sedan,Petrol,Automatic,18.5,12.5,2393,5,9800,6,Yes,Yes,Yes,Yes,Yes,4,7,0.55,22000,15000,32000,30000,12000
488,Hyundai,Sonata,Petrol AT,2025,Sedan,Petrol,Automatic,30.0,13.0,2359,5,12000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.60,28000,19000,42000,40000,16500
489,Toyota,Prius,Hybrid AT,2025,Sedan,Hybrid,Automatic,45.0,25.0,1798,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.80,30000,20000,45000,42000,17000
490,Honda,Odyssey,Petrol AT,2025,MPV,Petrol,Automatic,45.0,12.0,2356,7,15000,8,Yes,Yes,Yes,Yes,Yes,4,8,0.65,32000,22000,48000,45000,19000
491,Maruti Suzuki,XL7,Hybrid AT,2025,MPV,Hybrid,Automatic,15.8,20.0,1462,6,7000,4,Yes,Yes,Yes,No,No,3,8,0.62,15500,10800,23000,21500,8200
492,Kia,Rio,Petrol MT,2025,Hatchback,Petrol,Manual,7.5,18.5,1197,5,6000,2,Yes,No,Yes,No,No,3,7,0.50,9000,6000,14000,13000,5000
493,Hyundai,Bayon,Petrol MT,2025,SUV,Petrol,Manual,9.8,18.0,998,5,7000,4,Yes,Yes,Yes,No,No,4,8,0.64,13500,9500,21000,19500,7500
494,Toyota,Raize,Turbo AT,2025,SUV,Petrol,Automatic,12.5,19.5,998,5,7600,4,Yes,Yes,Yes,Yes,No,4,9,0.74,14500,10000,22000,20500,8000
495,Volkswagen,T-Cross,Petrol AT,2025,SUV,Petrol,Automatic,14.8,18.0,999,5,9400,4,Yes,Yes,Yes,Yes,No,4,7,0.55,15500,10800,23000,21500,8200
496,Skoda,Roomster,Petrol MT,2025,MPV,Petrol,Manual,10.8,17.0,1598,5,7800,4,Yes,Yes,Yes,No,No,3,7,0.50,14000,10000,22000,20500,8000
497,Mahindra,Rexton,Diesel AT,2025,SUV,Diesel,Automatic,32.0,12.0,2157,7,13500,6,Yes,Yes,Yes,Yes,Yes,4,7,0.55,30000,20000,45000,42000,17000
498,Tata Motors,Hexa,XT Diesel MT,2025,SUV,Diesel,Manual,17.5,17.6,2179,7,9200,4,Yes,Yes,Yes,Yes,No,4,7,0.58,20000,14000,30000,28000,11000
499,Renault,Duster,Petrol MT,2025,SUV,Petrol,Manual,11.2,14.2,1330,5,8200,4,Yes,Yes,Yes,No,No,4,6,0.46,12000,8200,18000,17000,6400
500,Nissan,X-Trail,Petrol AT,2025,SUV,Petrol,Automatic,32.5,13.7,2488,5,14000,6,Yes,Yes,Yes,Yes,Yes,4,6,0.50,30000,20000,45000,42000,17000
501,Hyundai,Tucson,Platinum Petrol AT,2025,SUV,Petrol,Automatic,28.5,13.0,1999,5,12500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,26000,18000,39000,37000,15000
502,Hyundai,Alcazar,Signature Petrol AT,2025,SUV,Petrol,Automatic,21.5,14.5,1999,6,9800,6,Yes,Yes,Yes,Yes,Yes,4,8,0.68,21000,14500,30000,28500,10500
503,Kia,Carnival,Limousine Diesel AT,2025,MPV,Diesel,Automatic,38.5,13.9,2199,7,13500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.71,28000,19000,42000,40000,16500
504,Kia,Sportage,GT Line Petrol AT,2025,SUV,Petrol,Automatic,32.0,14.5,1598,5,12800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,26000,18000,39000,37000,15000
505,Toyota,Fortuner,4x2 Petrol AT,2025,SUV,Petrol,Automatic,35.5,10.0,2694,7,14000,7,Yes,Yes,Yes,Yes,Yes,5,9,0.80,42000,28000,60000,56000,24000
506,Toyota,Innova Hycross,Hybrid ZX AT,2025,MPV,Hybrid,Automatic,32.5,23.5,1987,7,12000,7,Yes,Yes,Yes,Yes,Yes,5,9,0.79,28000,19500,42000,39500,16500
507,Toyota,Corolla Cross,Petrol AT,2025,SUV,Petrol,Automatic,29.0,14.0,1798,5,11800,6,Yes,Yes,Yes,Yes,Yes,5,9,0.78,26000,18000,39000,37000,15000
508,Honda,CR-V,Petrol AT,2025,SUV,Petrol,Automatic,31.5,13.0,1997,5,12500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.73,28000,19500,42000,39500,16500
509,Honda,Accord,Petrol AT,2025,Sedan,Petrol,Automatic,34.0,14.0,1997,5,13000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.74,30000,20000,45000,42000,17000
510,Skoda,Octavia,Style Petrol AT,2025,Sedan,Petrol,Automatic,28.8,15.8,1984,5,12500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.60,30000,20000,45000,42000,17000
511,Skoda,Kodiaq,Style Petrol AT,2025,SUV,Petrol,Automatic,38.5,12.8,1984,7,14000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.66,32000,22000,48000,45000,19000
512,Volkswagen,Tiguan,Allspace AT,2025,SUV,Petrol,Automatic,35.0,12.6,1984,7,13800,8,Yes,Yes,Yes,Yes,Yes,5,8,0.65,30000,20000,45000,42000,17000
513,Volkswagen,Passat,Highline AT,2025,Sedan,Petrol,Automatic,32.5,15.0,1984,5,12500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.60,30000,20000,45000,42000,17000
514,MG,Hector Plus,Savvy Petrol AT,2025,SUV,Petrol,Automatic,22.5,14.0,1451,6,10500,6,Yes,Yes,Yes,Yes,Yes,4,7,0.68,21000,14500,30000,28500,10500
515,MG,Gloster,Sharp Diesel AT,2025,SUV,Diesel,Automatic,38.0,12.0,1996,7,14500,6,Yes,Yes,Yes,Yes,Yes,5,7,0.69,32000,22000,48000,45000,19000
516,Jeep,Compass,Limited Petrol AT,2025,SUV,Petrol,Automatic,30.5,14.1,1368,5,13500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.72,28000,19500,42000,39500,16500
517,Jeep,Meridian,Limited Diesel AT,2025,SUV,Diesel,Automatic,36.5,16.2,1956,7,14500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.71,30000,20000,45000,42000,17000
518,Citroen,C5 Aircross,Shine Diesel AT,2025,SUV,Diesel,Automatic,34.5,17.5,1997,5,13500,6,Yes,Yes,Yes,Yes,Yes,5,7,0.65,28000,19500,42000,39500,16500
519,Tata Motors,Harrier,Red Dark AT,2025,SUV,Diesel,Automatic,24.5,14.6,1956,5,11000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.62,23000,16000,34000,32000,12500
520,Tata Motors,Safari,Accomplished Dark AT,2025,SUV,Diesel,Automatic,27.8,14.5,1956,7,11800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.63,26000,18000,39000,37000,15000
521,Mahindra,XUV700,AX7L Diesel AT,2025,SUV,Diesel,Automatic,26.8,16.0,2198,7,11500,7,Yes,Yes,Yes,Yes,Yes,5,8,0.63,25000,17500,37000,35000,14000
522,Mahindra,Alturas G4,Diesel AT,2025,SUV,Diesel,Automatic,31.0,12.3,2157,7,13500,6,Yes,Yes,Yes,Yes,Yes,4,7,0.55,30000,20000,45000,42000,17000
523,Hyundai,Ioniq 5,Premium EV,2025,SUV,Electric,Automatic,39.5,0.0,0,5,13500,6,Yes,Yes,Yes,Yes,Yes,5,9,0.75,28000,19000,42000,40000,16500
524,Kia,EV6,GT Line RWD,2025,SUV,Electric,Automatic,44.5,0.0,0,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.76,30000,21000,46000,44000,18000
525,Toyota,Camry,Hybrid AT,2025,Sedan,Hybrid,Automatic,46.5,19.1,2487,5,15000,9,Yes,Yes,Yes,Yes,Yes,5,9,0.80,30000,20000,45000,42000,17000
526,Skoda,Superb,Style Petrol AT,2025,Sedan,Petrol,Automatic,39.0,15.1,1984,5,13500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.62,32000,22000,48000,45000,19000
527,Volkswagen,Arteon,Petrol AT,2025,Sedan,Petrol,Automatic,41.5,14.0,1984,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.63,34000,24000,51000,48000,20000
528,MG,ZS EV,Exclusive,2025,SUV,Electric,Automatic,22.0,0.0,0,5,9500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,20000,14500,30000,28500,10500
529,MG,Marvel R,EV AWD,2025,SUV,Electric,Automatic,39.0,0.0,0,5,13500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.72,28000,19000,42000,40000,16500
530,Jeep,Avenger,EV,2025,SUV,Electric,Automatic,24.5,0.0,0,5,11000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.71,23000,16000,34000,32000,12500
531,Toyota,bZ4X,EV AWD,2025,SUV,Electric,Automatic,45.0,0.0,0,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.78,29000,20000,45000,42000,17000
532,Tata Motors,Curvv,EV Coupe,2025,SUV,Electric,Automatic,27.5,0.0,0,5,12000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.64,24000,17000,36000,34000,13500
533,Hyundai,Verna,Turbo SX AT,2025,Sedan,Petrol,Automatic,16.5,20.0,1482,5,8800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.66,15500,10800,23000,21500,8200
534,Honda,City,Hybrid ZX AT,2025,Sedan,Hybrid,Automatic,21.5,26.5,1498,5,9200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.74,18000,12500,27000,25500,9500
535,Tata Motors,Nexon,EV Dark Edition,2025,SUV,Electric,Automatic,19.8,0.0,0,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.63,19000,13500,28500,27000,10000
536,Mahindra,XUV.e8,EV AWD,2025,SUV,Electric,Automatic,34.0,0.0,0,7,13000,7,Yes,Yes,Yes,Yes,Yes,5,8,0.66,26000,18000,39000,37000,15000
537,Skoda,Enyaq iV,80X EV,2025,SUV,Electric,Automatic,48.5,0.0,0,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.66,29000,20000,45000,42000,17000
538,Volkswagen,ID.4,EV AWD,2025,SUV,Electric,Automatic,45.0,0.0,0,5,14000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.65,28000,19000,42000,40000,16500
539,Hyundai,IONIQ 6,EV Sedan,2025,Sedan,Electric,Automatic,44.0,0.0,0,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.76,30000,21000,46000,44000,18000
540,Kia,EV9,EV AWD,2025,SUV,Electric,Automatic,65.0,0.0,0,7,16000,9,Yes,Yes,Yes,Yes,Yes,5,9,0.78,35000,25000,55000,52000,22000
541,Toyota,Vellfire,Hybrid AT,2025,MPV,Hybrid,Automatic,95.0,16.4,2487,7,20000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.85,50000,35000,70000,65000,28000
542,MG,Gloster,Blackstorm AT,2025,SUV,Diesel,Automatic,39.5,12.0,1996,7,14800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.70,32000,22000,48000,45000,19000
543,Jeep,Wrangler,Unlimited AT,2025,SUV,Petrol,Automatic,62.0,11.4,1995,5,18000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.74,42000,30000,65000,60000,26000
544,Toyota,Land Cruiser Prado,Diesel AT,2025,SUV,Diesel,Automatic,95.0,11.0,2755,7,22000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.88,55000,40000,80000,75000,32000
545,Mahindra,Scorpio N,Carbon Edition AT,2025,SUV,Diesel,Automatic,22.5,15.0,2198,7,10500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.62,21000,14500,30000,28500,10500
546,Tata Motors,Harrier,Petrol AT,2025,SUV,Petrol,Automatic,23.5,13.5,1998,5,11000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.61,22000,15000,32000,30000,12000
547,Hyundai,Creta,Hybrid AT,2025,SUV,Hybrid,Automatic,21.8,21.0,1498,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.68,20000,14500,30000,28500,10500
548,Kia,Seltos,Hybrid AT,2025,SUV,Hybrid,Automatic,23.2,21.0,1498,5,10200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.67,21000,14500,30000,28500,10500
549,Volkswagen,Taigun,GT Plus AT,2025,SUV,Petrol,Automatic,19.9,17.8,1498,5,10800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.55,20000,14000,30000,28000,11000
550,Skoda,Kushaq,Monte Carlo AT,2025,SUV,Petrol,Automatic,19.8,18.6,1498,5,10400,6,Yes,Yes,Yes,Yes,Yes,5,7,0.55,19500,13500,28500,27000,10000
551,Audi,A4,Premium Plus AT,2025,Sedan,Petrol,Automatic,45.0,17.4,1984,5,16000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.82,42000,30000,65000,60000,26000
552,Audi,A6,Technology AT,2025,Sedan,Petrol,Automatic,62.0,14.1,1984,5,18000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.84,48000,35000,72000,68000,30000
553,Audi,Q3,Technology AT,2025,SUV,Petrol,Automatic,55.0,15.3,1984,5,17500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.83,46000,33000,70000,66000,28000
554,Audi,Q5,Premium Plus AT,2025,SUV,Petrol,Automatic,72.0,13.5,1984,5,19500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.85,52000,38000,80000,76000,32000
555,BMW,3 Series,330Li M Sport,2025,Sedan,Petrol,Automatic,60.0,16.1,1998,5,18000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.86,50000,36000,76000,72000,30000
556,BMW,5 Series,530i M Sport,2025,Sedan,Petrol,Automatic,74.0,14.8,1998,5,20000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.87,56000,42000,85000,80000,34000
557,BMW,X1,sDrive18i M Sport,2025,SUV,Petrol,Automatic,50.0,16.0,1499,5,16500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.84,44000,32000,68000,64000,28000
558,BMW,X3,xDrive30i Luxury,2025,SUV,Petrol,Automatic,75.0,13.7,1998,5,20000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.86,54000,40000,82000,78000,33000
559,Mercedes-Benz,C-Class,C 200 AT,2025,Sedan,Petrol,Automatic,61.0,16.9,1496,5,18500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.86,52000,38000,78000,74000,31000
